200.0,-180.0,230.0,-26.54,-3.36,-190.47,0.32817678162843583
200.0,-180.0,210.0,-26.55,-3.35,-190.48,0.3397057550292561
200.0,-180.0,190.0,-26.560000000000002,-3.36,-190.47,0.34713109915419577
200.0,-180.0,170.0,-26.54,-3.35,-190.46,0.3241913015489463
200.0,-180.0,150.0,-26.51,-3.3200000000000003,-190.44,0.2886173937932357
200.0,-180.0,130.0,-26.53,-3.33,-190.43,0.30610455730028047
200.0,-180.0,110.0,-26.54,-3.33,-190.39000000000001,0.31080540535840046
200.0,-180.0,90.0,-26.52,-3.31,-190.37,0.2901723625709373
200.0,-180.0,70.0,-26.54,-3.31,-190.35,0.31080540535840046
200.0,-180.0,50.0,-26.53,-3.29,-190.32,0.30561413579872504
200.0,-180.0,30.0,-26.560000000000002,-3.27,-190.3,0.341027858099599
200.0,-170.0,230.0,-26.57,-3.37,-190.47,0.3579106033634639
200.0,-170.0,210.0,-26.55,-3.35,-190.46,0.33376638536557396
200.0,-170.0,190.0,-26.560000000000002,-3.37,-190.44,0.34102785809959907
200.0,-170.0,170.0,-26.53,-3.36,-190.44,0.3106444913401805
200.0,-170.0,150.0,-26.560000000000002,-3.36,-190.43,0.33778691508109293
200.0,-170.0,130.0,-26.54,-3.35,-190.4,0.3128897569432392
200.0,-170.0,110.0,-26.53,-3.3200000000000003,-190.38,0.3001666203960731
200.0,-170.0,90.0,-26.560000000000002,-3.3200000000000003,-190.35,0.33060550509633324
200.0,-170.0,70.0,-26.55,-3.31,-190.32,0.32403703492039504
200.0,-170.0,50.0,-26.53,-3.2800000000000002,-190.28,0.3157530680769405
200.0,-170.0,30.0,-26.54,-3.27,-190.25,0.33615472627943266
200.0,-160.0,230.0,-26.57,-3.38,-190.46,0.3567912554982262
200.0,-160.0,210.0,-26.57,-3.38,-190.45000000000002,0.3544009029333897
200.0,-160.0,190.0,-26.54,-3.36,-190.45000000000002,0.3226453160980355
200.0,-160.0,170.0,-26.560000000000002,-3.36,-190.43,0.33778691508109293
200.0,-160.0,150.0,-26.54,-3.34,-190.42000000000002,0.314642654451046
200.0,-160.0,130.0,-26.560000000000002,-3.34,-190.41,0.3330165161069351
200.0,-160.0,110.0,-26.51,-3.3200000000000003,-190.37,0.28000000000000114
